kind	class	method	param	index	uri	field
METHOD	com.bumptech.glide.TransitionOptions	transition(com.bumptech.glide.request.transition.TransitionFactory<? super TranscodeType>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/TransitionOptions.java	transitionFactory
METHOD	com.bumptech.glide.Glide	setMemoryCategory(com.bumptech.glide.MemoryCategory)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/Glide.java	memoryCategory
METHOD	com.bumptech.glide.load.engine.executor.GlideExecutor$Builder	setUncaughtThrowableStrategy(com.bumptech.glide.load.engine.executor.GlideExecutor.UncaughtThrowableStrategy)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/executor/GlideExecutor.java	uncaughtThrowableStrategy
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
METHOD	com.bumptech.glide.load.engine.EngineKey	hashCode()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/glide/library/src/main/java/com/bumptech/glide/load/engine/EngineKey.java	hashCode
